,Producto,Marca,Cantidad(g),Caloria(kcal),Grasa(g),Carbohidrato(g),Proteina(g)
1298,Volcán de Mousse Águila ,Cofler,32 ,173,11.0,16.0,1.7
1299,Dulce de Membrillo Light,Dulcor,40 ,62,0.0,16.0,0.0
1300,Leche de Soja Chocolate,AdeS,por 100ml ,54,2.2,5.4,3.2
1301,Galletas Crackers de Agua,Argentitas,30 ,125,2.9,23.0,1.6
1302,Fideos Integrales de Espinaca ,Murke,80 ,286,0.7,58.0,12.0
1303,Turrón de Almendras Blando,Bariloche,20 ,94,4.4,12.0,1.2
1304,Chips de Batatas Rústicas,Alwa,25 ,128,7.2,15.0,0.9
1305,Pasta de Maní Natural,Mani King,20 ,117,9.8,2.0,5.2
1306,Mermelada de Arándanos Light ,El Brocal,20 ,40,0.0,10.0,0.5
1307,Alfajor Dulce de Leche,Nevares,45 ,199,8.1,30.0,1.8
1308,Mermelada de Durazno Light,El Brocal,por 1 cucharada  ,32,0.0,8.2,0.0
1309,Topping Dulce de Leche,La Serenísima,20 ,64,1.7,11.0,1.1
1310,Pan de Mesa Brie,Grupo Almar,50 ,134,2.8,23.0,4.1
1311,Galletitas de Frutos Rojos,Marbe,30 ,87,3.0,11.0,4.0
1312,Leche de Almendras Original,Vrink,200ml ,62,2.2,9.6,1.0
1313,Medallones de Carne Vacuna ,Acuenta,80 ,203,18.0,0.0,11.0
1314,Bebida de Almendras Chocolate,Cocoon,200ml ,100,3.4,15.5,1.6
1315,Galletas de Arroz Bañadas,Deluxe,20 ,89,2.8,14.0,1.4
1316,Galletas de Arroz Multicereal,Arromed,30 ,74,1.0,16.0,2.0
1317,Salsa de Soja Premium,Fumeiga,13 ,5,0.0,1.0,0.0
1318,Dulce de Leche Repostero,Tregar,20 ,65,1.6,11.0,1.6
1319,Tostaditas de Arroz Dulces,Dos Hermanos,por 100 ,333,0.2,73.0,9.0
1320,Cubanito Relleno de Chocolate ,Dia,10 ,41,2.0,5.3,0.0
1321,Chips de Papas Rurales,Alwa,25 ,129,7.4,14.0,1.6
1322,Crema de Leche Light ,La Serenísima,15ml ,20,1.8,0.6,0.0
1323,Barrita de Arroz Frutilla,Nat,12 ,63,3.1,7.5,0.6
1324,Tostaditas de Arroz Clásicas,Don Marcos,30 ,108,0.8,25.1,1.9
1325,Galletas Dulce de Leche,Toddy,30 ,141,6.4,19.0,1.5
1326,Mermelada Light de Durazno,Caroyense,20 ,25,0.0,6.0,0.2
1327,Milanesa de Calabaza Capresse,Cormillot,295 ,312,6.5,52.0,14.1
1328,Hamburguesas de Carne Vacuna,Dia,80 ,182,13.0,2.7,13.0
1329,Galletas de Arroz Dulces,Vea,30 ,110,0.5,24.0,2.3
1330,Galletitas Cracker de Agua,Dia,30 ,125,2.9,23.0,1.6
1331,Crackers Mix de Semillas,Smams,30 ,147,6.0,22.0,1.2
1332,Sopa Light de Zapallo,Alicante,10 ,32,0.7,6.0,0.5
1333,Barrita de Arroz Limón ,Nat,12 ,56,3.0,5.9,1.3
1334,Pan de Trigo Entero,El Pan del Peregrino,25 ,44,0.0,9.0,1.8
1335,Tostadas de Arroz Aireadas,Vea,30 ,116,0.0,24.0,2.0
1336,Gouda Corazón de Horma,SanCor,30 ,111,8.7,0.0,8.1
1337,Mermelada de Ciruela Light,Carrefour,20 ,30,0.0,7.2,0.0
1338,Barra de Cereal Chocolate,Cereanola,21 ,85,2.2,15.0,1.2
1339,Tostadas de Arroz Light,Lulemuu,30 ,99,0.0,22.0,2.6
1340,Leche de Almendras Original,Tratenfu,200ml ,61,4.8,2.1,2.5
1341,Yogurt Colchón de Frutas,Ser,185 ,97,0.0,18.0,6.2
1342,Mermelada Light de Arandanos,Caroyense,20 ,32,0.0,7.9,0.2
1343,Croquetas de Espinaca Rebozadas,COTO,130 ,256,13.3,23.3,10.8
1344,Dulce de Leche Light,San Ignacio,20 ,58,0.2,13.0,1.1
1345,Milanesa de Soja Rellena,Mondo Frizzatta,por 1 milanesa ,219,6.7,25.0,13.0
1346,Aceite Puro de Girasol,Natura,13ml ,108,12.0,0.0,0.0
1347,Dulce de Leche Colonial,La Serenísima,20 ,63,1.6,11.0,1.5
1348,Barra de Cereal Tradicional,Cereanola,21 ,89,2.5,15.0,1.7
1349,Milanesa de Soja Tradicional,Vegetalex,85 ,187,2.6,31.0,9.4
1350,Sopa Crema de Espinaca,Knorr,250ml ,56,0.6,11.0,2.0
1351,Postre Dulce de Leche,Danette,95 ,161,5.7,24.0,3.5
1352,Pan de Salvado Light,Bimbo,50 ,99,1.1,17.0,5.3
1353,Flan de Chocolate Intenso,Ser,105 ,105,0.0,22.0,4.3
1354,Aros de Cebolla (Medianas),Burger King,por 1 porción ,410,21.0,53.0,4.0
1355,Mermelada de Arándano Light,Canale,20 ,31,0.0,6.8,0.7
1356,Mermelada Light de Ciruela,Arcor,20 ,27,0.0,7.0,0.0
1357,Copos de Maíz Azucarados,Carrefour,31 ,115,0.1,27.0,1.4
1358,Dulce de Leche Dietético,Los Nietitos,20 ,30,0.0,4.7,1.6
1359,Salsa Crema de Albahaca,Knorr,3 ,11,0.0,1.5,0.0
1360,Paté de Panceta Ahumada,Bocatti,10 ,20,1.7,0.0,1.0
1361,Galletas Integral de Algarroba,Cachafaz,25 ,87,3.2,13.0,1.5
1362,Mermelada de Durazno Light,Dulcor,por 100 ,128,0.0,32.0,0.0
1363,Jugo de Durazno Light,Baggio,por 100ml ,20,0.0,4.7,0.35
1364,Bizcochos de Arroz Salados,Gallo,25 ,99,2.2,18.0,1.7
1365,Galletitas Rellenas de Chocolate,Maná,25 ,115,4.0,18.0,1.8
1366,Galletitas de Agua Clásicas,Fargo,30 ,127,3.9,20.0,3.0
1367,Dulce de Leche Light,Carrefour,20 ,56,0.1,13.0,1.1
1368,Galletas de Arroz Integral,Arrozen,30 ,95,0.6,20.0,2.1
1369,Medallones de Carne Vacuna,214,80 ,190,14.0,0.0,14.0
1370,Galletas de Arroz Integral ,Arrocitas,30 ,114,0.6,25.2,1.9
1371,Galletas de Arroz Dulces,El Federal,30 ,114,0.0,25.0,2.5
1372,Harina de Trigo 000,San Remo,50 ,168,1.0,34.0,5.4
1373,Medallones de Pollo Rebozados ,Dia,130 ,148,1.2,18.0,17.0
1374,Snack de Arroz Mediterráneo,Don Marcos,por 100 ,453,15.0,72.0,5.7
1375,Milanesa de Soja Caprese ,Frioteka,80 ,260,12.0,21.0,17.0
1376,Galletas de Arroz Integral,Riera,30 ,109,0.5,24.0,2.2
1377,Salsa de Tomate Deshidratada,Knorr,7 ,18,0.0,4.5,0.0
1378,Helado de Menta Granizada,Vacalin,60 ,127,5.3,18.0,2.1
1379,Helado de Crema Americana ,Grido,60 ,120,5.5,15.0,2.6
1380,Spring Roll de Vegetales,Frizata,60 ,100,0.6,20.0,3.6
1381,Helado de Frutos Rojos,Too Good,60 ,62,0.6,12.2,2.0
1382,Hummus De Porotos Negros,Kyros,15 ,37,2.7,2.6,0.9
1383,Galletas de Arroz Integral ,Risky Dit,30 ,114,1.2,23.0,2.6
1384,Mermelada de Damasco Light,Dulcor,por 100 ,128,0.0,32.0,0.0
1385,Yogur Descremado de Frutilla,Tregar,160 ,78,0.0,13.0,6.5
1386,Mini Tortillas de Espinaca,McCain,105 ,147,9.3,6.1,10.0
1387,Galletas de Arroz Integral,Dia,25 ,91,0.7,19.0,2.1
1388,Tostadas de Arroz Dulces ,Molinos del Bosque,30 ,103,1.24,23.0,0.13
1389,Fiambre de Cerdo Feteado,Dia,40 ,31,0.6,0.0,6.0
1390,Mermelada de Durazno Light,Dia,20 ,27,0.0,7.0,0.0
1391,Pechuguitas de Pollo Rebozadas,Frizzio,por 100 ,241,11.0,14.0,21.0
1392,Postre de Chocolate (120g),Dia,120 ,150,3.3,25.0,4.7
1393,Yogur Entero de Arándano,Tregar,160 ,164,2.7,29.0,6.0
1394,Roll Crocante de Pollo,Grandwich,210 ,415,15.0,50.0,22.0
1395,Supremitas de Pollo Rebozadas,Sadia,130 ,239,11.0,17.0,18.0
1396,Tortilla de la Huerta,Smart Menu,300 ,200,4.0,23.0,18.0
1397,Mermelada de Ciruela Light,Dulcor,20 ,26,0.0,6.0,0.0
1398,Mermelada de Durazno Light,Cormillot,20 ,24,0.0,6.0,0.0
1399,Tostadas de Arroz Light,Nat,30 ,116,0.0,24.0,3.0
1400,Super Dulce de Leche,Grido,60 ,125,5.5,17.0,1.8
1401,Alfajor de Chocolate Relleno con Dulce de Leche,Sin Culpa,70 ,253,9.2,38.0,4.6
1402,Barras de Cereal Artesanal a Base de Granola,Praderas del Pilar ,25 ,130,8.7,9.5,3.5
1403,Galletas de Avena con Chips de Chocolate Integral,Cachafaz,25 ,99,4.5,13.0,1.6
1404,"Medallón de Calabaza, Choclo y Semillas de Chia",Green Life,80 ,67,0.9,8.4,6.4
1405,Pan de Molde de Harina Integral y Semillas,Don Yeyo,50 ,120,3.2,18.0,4.5
1406,Bocaditos de Cereales Rellenos con Pasta de Mani,Granix,30 ,136,6.0,17.0,4.0
1407,Barra de Cereal con Chispas de Chocolate (20g),Quaker,20 ,76,1.3,15.0,1.2
1408,Barra de Cereal con Chispas de Chocolate (26g),Quaker,26 ,99,1.6,20.0,1.5
1409,Alfajor de Arroz Relleno con Dulce de Leche,Lulemuu,17 ,76,4.6,8.0,0.6
1410,Milanesa de Soja Rellena de Jamón y Queso ,Dia,85 ,184,3.5,26.0,12.0
1411,Milanesa de Soja Rellena de Espinaca y Queso,Swift,88 ,164,2.2,25.0,11.0
1412,Barra de Pasta de Maní y Chocolate Blanco,Que Lo Paleó,50 ,229,13.0,16.0,12.0
1413,Barra de Pasta de Maní y Chocolate Negro,Que Lo Paleó,50 ,230,13.0,16.0,12.0
1414,Sopa de Fideos y Verduras de la Huerta,Alicante,18 ,37,0.0,7.7,1.6
1415,Nat Kids Barra de Cereales Dulce de Leche,Farmacity,21 ,85,2.2,15.0,1.2
1416,Frapuccino de Frambuesa en Base de Te (Tall),Starbucks,400 ,173,0.3,45.3,1.6
1417,Fideos de Harina Integral de Trigo con Espinaca,Hausbrot,80 ,242,2.4,44.0,12.0
1418,Turrón Blando de Mani con Dulce de Leche,Georgalos,20 ,95,4.1,12.0,2.4
1419,Barra de Chocolate Semiamargo y Crema de Maní ,Pont,70 ,260,10.0,24.0,17.0
1420,Barra de Cereal Banana y Dulce de Leche,Muecas,45 ,174,6.5,26.2,3.1
1421,Barra de Frutos Secos con Semillas de Zapallo,Nat,28 ,159,11.0,10.0,5.3
1422,"Mezcla de Semillas de Sesamo, Girasol y Chia",The Happy Snack,10 ,58,5.0,2.0,1.9
1423,Milanesa de Soja Rellena de Verdura y Queso,Prasat,80 ,169,5.0,22.0,6.0
1424,Galletas de Avena Coco y Pasas de Uva,3 Arroyos,30 ,129,4.5,20.0,2.3
1425,Barritas de Cacao con Cobertura de Chocolate Negro ,Ysonut,44 ,128,5.4,4.7,15.0
1426,Galletas Integral de Avena y Pasas de Uva,Cachafaz,25 ,92,3.3,14.0,1.6
1427,Milanesa de Soja Rellena de Cebolla y Queso,Dia,85 ,172,3.2,27.0,9.0
1428,Lomo de Atún al Natural Libre de Gluten,La Campagnola,60 ,68,0.4,2.4,14.0
1429,Barra de Cereal Sabor Licuado de Durazno,Ser,28 ,94,2.9,18.0,1.4
1430,Mantequilla de Maní con Dulce de Leche,Byour Food,17 ,92,7.4,7.4,4.8
1431,Barra de Cereal con Chips de Chocolate,Bimbo,23 ,83,1.9,15.0,1.4
1432,Pudding de Vainilla con Relleno de Manzana,Grupo Almar,60 ,229,8.6,35.0,2.8
1433,Galletas de Avena con Chispas de Chocolate,Quaker,30 ,129,4.8,19.0,2.7
1434,Alfajores con Relleno de Dulce de Leche ,Dia,23 ,378,2.5,14.0,1.1
1435,Ñoquis de Papa,Don Yeyo,por 100 ,195,3.8,36.0,6.6
1436,Ñoquis de Papas,Amici,por 100 ,207,1.2,44.0,4.8
1437,Jugo de Manzana,Citric,por 100ml ,60,0.0,15.0,0.0
1438,Salsa de Chocolate,Aguila,20 ,60,1.5,11.0,0.7
1439,Mermelada de Ciruela,El Brocal,20 ,44,0.0,10.0,0.5
1440,Puré de Tomate,La Campagnola,por 100 ,28,0.0,5.4,1.6
1441,Milanesa de Brócoli,Maglia,83 ,167,6.5,22.0,5.0
1442,Milanesas de Cerdo,Union Ganadera,130 ,243,3.0,35.0,20.0
1443,Medallon de Carne,Swift,69 ,165,13.0,0.0,12.0
1444,Bocaditos de Cereales,Granix,por 100 ,428,14.0,68.0,7.8
1445,Crackeadas de Arroz,Gallo,30 ,113,0.0,26.0,3.0
1446,Jugo de Arandano,Cuarto Creciente,200ml ,20,0.0,3.6,0.0
1447,Mermelada de Frambuesa,Beepure,20 ,39,0.0,9.6,0.0
1448,Paté de Salmón,Swift,10 ,26,2.4,0.0,0.9
1449,Galletas de Arroz,Dhum Crack ,33 ,107,0.9,22.0,2.8
1450,Hamburguesa de Quinoa,Hausbrot,80 ,128,3.6,17.8,6.2
1451,Pure de Tomate,Marolio,60 ,16,0.0,3.0,0.8
1452,Roll de Pollo,Green Eat,por 1 porción ,609,31.0,37.0,37.0
1453,Untable de Almendras,Green Food Makers,30 ,106,10.8,0.7,1.3
1454,Souflé de Verduras,Cormillot,260 ,279,12.6,16.0,28.0
1455,Lucchettinis de Carne,Lucchetti,70 ,245,4.6,44.0,7.0
1456,Quiche de Calabaza,Smart Menu,300 ,366,10.0,53.0,16.0
1457,Aceite de Girasol,Ideal,13ml ,108,12.0,0.0,0.0
1458,Dulce de Membrillo,Dia,40 ,106,0.0,27.0,0.0
1459,Mantequilla de Maní,Fitfruits,20 ,113,9.3,2.7,5.3
1460,Snack de Arroz,Risky Dit,por 25 unidades ,91,1.4,18.0,1.5
1461,Azúcar de Coco,Dicomere,5 ,20,0.0,4.7,0.1
1462,Paté de Foie,Paladini,10 ,17,1.0,1.0,1.1
1463,Bocaditos de Pollo,Carrefour,60 ,97,4.9,4.5,8.6
1464,Bombones de Fruta,Mogul,21 ,68,0.0,17.0,0.0
1465,Copos de Maíz,San Remo,31 ,112,0.0,25.0,2.6
1466,Postre de Vainilla,Yatasto,por 100 ,132,3.1,23.0,2.8
1467,Pepas de Algarroba,Kiwicha,30 ,123,5.0,19.0,1.5
1468,Medallón de Pollo,Granja del Sol,85 ,221,10.5,21.0,10.5
1469,Mermelada de Frambuesa ,Cormillot,20 ,27,0.0,7.0,0.0
1470,Te de Boldo,La Morenita,por 100 ,0,0.0,0.0,0.0
1471,Mermelada de Damasco,Noel,20 ,52,0.0,13.0,0.0
1472,Mermelada de Ciruela,La Campagnola,20 ,54,0.0,14.0,0.0
1473,Pasta de Maní,Nutz,15 ,82,6.0,3.0,4.0
1474,Mermelada de Zapallo,Noel,20 ,53,0.0,13.0,0.0
1475,Tapa de Tarta,La Santiagueña,30 ,104,3.1,17.0,2.4
1476,Bizcochos de Hojaldre,Carrefour,30 ,154,8.4,17.0,2.2
1477,Galletitas de Salvado,Mauri,35 ,158,5.6,22.7,4.2
1478,Barra de Proteína,Ultra Tech,50 ,186,4.2,21.0,16.0
1479,Galletas de Salvado,Fargo,30 ,117,2.8,20.0,2.6
1480,Milanesa de Soja,Prasat,por 100 ,169,5.0,22.0,6.0
1481,Jugo de Naranja,Baggio,200ml ,83,0.0,20.0,0.8
1482,Palitos de Queso,Pehuamar,25 ,102,4.3,14.0,1.8
1483,Salvado de Avena,Quaker,30 ,117,6.5,11.0,4.6
1484,Picadillo de Carne,Swift,10 ,22,2.0,0.0,0.9
1485,Mousse de Chocolate,Deli Light,60 ,41,2.4,3.05,1.9
1486,Alfajor de Chocolate,Guaymallen ,38 ,152,5.2,24.0,2.2
1487,Pan de Gluten,El Germano ,por 100 ,181,1.0,28.0,15.0
1488,Milanesas de Soja,Finca Natural,80 ,153,1.9,22.0,12.0
1489,Barrita de Arroz,Risky Dit,9 ,38,1.8,5.7,0.6
1490,King de Pollo,Burger King,por 1 porción ,389,13.0,60.0,19.0
1491,Alfajor de Chocolate,Havanna,55 ,207,7.3,32.0,3.5
1492,Dulce de Leche,Cofler,por 100 ,485,24.0,59.0,8.4
1493,Mermelada de Durazno,Arcor,por 100 ,259,0.0,64.0,0.0
1494,Ravioles de Ricotta ,Matarazzo,por 100 ,254,7.2,38.0,9.2
1495,Milanesas de Soja,Swift,73 ,180,6.2,23.0,8.0
1496,Pulpa de Tomate,La Campagnola,por 100 ,16,0.0,3.1,0.9
1497,Dulce de Leche,La Salamandra,20 ,68,1.2,13.0,1.2
1498,Mermelada de Ciruela,Dia,20 ,52,0.0,13.0,0.0
1499,Jugo de Durazno ,BC,por 100ml ,20,0.0,5.0,0.0
1500,Supremas de Pollo,Dia,95 ,115,13.0,20.0,13.0
1501,Mermelada de Frutilla,Orieta,20 ,25,0.0,6.0,0.0
1502,Bombones de Fruta,Arcor,21 ,68,0.0,17.0,0.0
1503,Alfajor de Fruta,Jorgito,50 ,192,3.9,38.0,1.5
1504,Coctel de Frutas,BC,por 100ml ,26,0.0,5.9,0.7
1505,Jugo de Pomelo,Citric,200ml ,59,0.0,13.0,1.1
1506,Postre de Vainilla,Dia,95 ,124,2.9,22.0,2.6
1507,Croquetas de Espinaca,Dia,80 ,147,5.2,20.7,4.4
1508,Ravioles de Ricota,Fargo,por 100 ,299,5.0,54.0,9.4
1509,Harina de Trigo,Favorita,50 ,162,0.0,39.0,5.0
1510,Milanesas de Soja,Lucchetti,73 ,201,9.1,20.0,9.5
1511,Dulce de Leche,Milka,por 100 ,476,25.0,57.0,6.5
1512,Bastones de Merluza,Dia,130 ,165,2.8,19.0,16.0
1513,Mermelada de Durazno,Canale,20 ,54,0.0,13.0,0.0
1514,Medallones de Espinaca ,Vegetalex,75 ,99,5.0,13.0,2.6
1515,Jugo de Durazno,BC,200ml ,40,0.0,10.0,0.0
1516,Alfajor de Nuez,Balcarce,50 ,218,10.0,32.0,4.0
1517,Alfajor de Arroz,Dos Hermanos,24 ,122,6.3,15.0,1.4
1518,Jugo de Limón,Marolio,200ml ,40,0.0,12.0,0.0
1519,Copos de Maiz,Arcor,30 ,112,0.4,25.0,2.1
1520,Barra de Proteínas,ENA,46 ,201,5.0,24.0,15.0
1521,Porción de Fruta,McDonald's,35 ,21,0.0,5.3,0.1
1522,Tostadas de Salvado,Dia,30 ,119,1.5,23.0,3.4
1523,Varitas de Hojaldre,Tía Maruca,por 100 ,490,23.0,65.0,6.0
1524,Mermelada de Frambuesa,La Campagnola,20 ,54,0.0,13.0,0.0
1525,Galletita de Mousse,Balcarce,14 ,67,3.4,8.3,0.7
1526,Alfajor de Arroz,Ser,23 ,113,5.5,15.0,1.3
1527,Galletitas de Chocolate ,Santa María,30 ,136,4.7,22.0,1.3
1528,Medallón de Brócoli,Veggieland,90 ,113,2.6,19.0,3.5
1529,Leche de Almendras,La Serenísima,200ml ,49,2.1,6.4,1.1
1530,Harina de Arroz,Dicomere,25 ,91,0.25,20.0,1.5
1531,Jugo de Naranja,Tutti,200ml ,51,0.0,11.0,0.8
1532,Cóctel de Frutas,Carrefour,140 ,88,0.0,20.0,1.3
1533,Nuggets de Pollo,Frizata,130 ,239,11.0,14.0,21.0
1534,Ravioles de Verdura,Ottonello,por 100 ,230,3.2,41.5,8.9
1535,Medallones de Quinoa,Nutree,por 100 ,175,3.6,31.0,5.5
1536,Ravioles de Ricota,Don Yeyo,por 100 ,224,1.9,44.6,7.2
1537,Paleta de Fresa,Nestlé,81 ,74,0.0,18.56,0.0
1538,Tapas de Empanadas ,Cuquets,25 ,59,0.0,13.0,1.7
1539,Guiso de Lentejas,Molé,60 ,198,0.5,33.0,15.0
1540,Aceite de Girasol,Primor,13ml ,108,12.0,0.0,0.0
1541,Mermelada de Frutilla,Best,20 ,53,0.0,13.0,0.0
1542,Salsa de Soja,La Parmesana,10ml ,8,0.0,1.5,0.0
1543,Leche de Coco,Cocoon,200ml ,33,3.5,0.1,0.2
1544,Harina de Arroz,Dos Hermanos,por 100 ,345,0.6,76.0,9.0
1545,Tostadas de Arroz,Tosti,30 ,116,0.0,24.0,2.9
1546,Postre de Chocolate,BC,120 ,73,1.6,11.0,3.7
1547,Baloncitos de Chocolate,Granix,30 ,107,0.0,25.0,1.7
1548,Mantequilla de Maní,Nina,30 ,183,15.0,3.2,8.0
1549,Filetes de Merluza,Portobelo,por 100 ,76,2.1,0.0,14.3
1550,Yogur de Coco,Crudda,160 ,51,3.0,3.2,3.0
1551,Hamburguesa de Cerdo,Paladini,80 ,182,14.0,0.0,13.0
1552,Galletitas de Arroz,Deluxe,por 100 ,392,2.0,84.0,8.0
1553,Puré de Papas,Morixe,25 ,85,0.0,19.0,2.0
1554,Galletas de Agua,La Providencia,por 100 ,446,15.0,67.0,11.0
1555,Empanadas de Carne,Jumbo,70 ,146,9.6,19.0,5.2
1556,Tostadas de Arroz,Molinos del Bosque,30 ,103,0.0,23.0,2.6
1557,Milanesas de Arvejas,Via Veg,110 ,207,2.0,39.0,8.2
1558,Toques de Lentejas,Casa Vegana,42 ,134,5.8,16.0,4.4
1559,Pasta de Maní,Oddi's,20 ,122,10.0,2.0,5.0
1560,Fideos de Garbanzo,Makarona,80 ,279,6.0,32.0,24.0
1561,Helado de Chocolate ,Exquisita,9 ,39,1.3,5.3,0.6
1562,Semillas de Girasol,Genser,por 100 ,593,51.0,12.0,20.0
1563,Harina de Arvejas,La Esquina de las Flores,por 100 ,286,1.1,50.0,19.0
1564,Puré de Tomates,Molto,60 ,16,0.0,3.0,0.8
1565,Crepes De Tomate,Crudencio,30 ,118,9.0,9.0,2.6
1566,Huevo de Chocolate,Biznikke Nevado,25 ,137,8.3,14.0,1.8
1567,Mermelada de Naranja,El Brocal,20 ,50,0.0,12.0,0.2
1568,Dulce de Almendras,Tratenfu,20 ,69,2.9,9.1,1.4
1569,Pan de Hamburguesa,San Alfonso,40 ,103,1.7,219.0,2.8
1570,Harina de Avena ,Valle Imperial,50 ,171,2.5,29.0,8.0
1571,Pasta de Avellanas,Great Value,20 ,113,7.2,11.0,0.8
1572,Leche de Almendras ,AdeS,por 100ml ,25,1.1,3.3,0.4
1573,Wok de Ternerita,Smart Menu,300 ,282,14.0,21.0,18.0
1574,Dulce de Batata,Jumbo,40 ,102,0.0,25.0,0.0
1575,Tortilla de Verdura,Frioteka,por 250  ,294,21.0,3.3,23.0
1576,Dulce de Membrillo ,Orieta,40 ,104,0.0,26.0,0.0
1577,Barra de Granola,Cerealitas,23 ,95,2.8,15.0,1.4
1578,Copos de Maíz ,Farmacity,25 ,90,0.2,20.0,2.1
1579,Dulce de Leche,Singluko,20 ,32,0.5,5.8,1.0
1580,Batido de Chocolate,Body Key,22 ,78,2.0,5.0,10.0
1581,Leche de Almendras,Silk,200ml ,58,2.4,7.9,1.0
1582,Pan de Molde,Dimax,50 ,117,2.0,22.0,3.0
1583,Granola de Quinoa,Aiken,40 ,123,4.0,19.0,6.0
1584,Copos de Maíz ,Cuquets,30 ,107,1.1,22.0,2.3
1585,Leche de Almendras,Pampa Vida,200ml ,84,4.0,10.0,2.0
1586,Crema de Leche,El Puente,15ml ,59,7.0,0.0,0.0
1587,Galletitas de Limón ,Smams,50 ,234,9.5,33.0,3.7
1588,Yogur de Durazno,Felices las Vacas,200 ,170,8.0,20.0,3.0
1589,Mantequilla de Almendras,Byour Food,17 ,99,9.2,0.8,3.2
1590,Paté de Atún,Carrefour,10 ,26,1.9,0.9,1.5
1591,Mix de Semillas,Alicante,15 ,71,6.4,0.0,3.4
1592,Mermelada de Arándanos ,Cuarto Creciente,20 ,14,0.0,3.3,0.13
1593,Dulce de Leche,La Anónima,20 ,61,1.3,11.0,1.2
1594,Harina de Garbanzo,Yin Yang,50 ,182,0.0,33.6,6.5
1595,Bastoncitos de Pollo,COTO,130 ,257,9.6,33.0,9.8
1596,Milanesa de Carne,Paty,130 ,255,13.0,14.0,20.0
1597,Hamburguesa de Carne,Frizata,por 100 ,158,9.2,0.7,18.0
1598,Salsa de Chocolate,Dos Anclas,12 ,32,0.0,8.3,0.0
1599,Yogurt de Frutilla,Cremigal,120 ,112,3.5,16.0,4.0
1600,Crep de Naranja,Ysonut,28 ,106,2.3,3.0,18.0
1601,Hamburguesa de Lentejas,Nutrileza,90 ,136,0.0,27.0,7.0
1602,Crema de Leche,Windy,15ml ,57,6.0,0.3,0.3
1603,Milanesas de Merluza ,La Anónima,130 ,245,12.0,17.0,18.0
1604,Jalea de Membrillo,Emeth,20 ,43,0.0,10.8,0.0
1605,Dulce de Leche ,El Puente,20 ,62,1.3,11.0,1.3
1606,Harina de Almendras,Dicomere,por 100 ,583,54.0,5.4,19.0
1607,Gelatina de Ananá,BC,128 ,8,0.0,1.0,2.0
1608,Pan de Salvado,Vea,50 ,113,0.6,22.0,4.8
1609,Chips de Chocolate,Frutigran,37 ,176,6.0,27.0,3.4
1610,Hamburguesa de Pollo,Brava,55 ,82,6.0,1.0,7.0
1611,Copos de Maíz,Granix,por 100 ,372,0.3,86.0,6.3
1612,Dulce de Leche,Gandara,20 ,63,1.3,11.5,1.2
1613,Mermelada de Durazno,Raulito,20 ,58,0.0,15.0,0.0
1614,Helado de Frutilla,Freddo,60 ,67,2.1,10.0,1.9
1615,Chips de Mandioca ,Nuestros Sabores,30 ,97,3.3,16.0,0.6
1616,Aceite de Oliva,Mazola,13ml ,108,12.0,0.0,0.0
1617,Milanesa de Soja,Via Veg,100 ,160,0.8,23.0,18.0
1618,Tortilla de Papa,Frizata,120 ,190,9.3,19.0,7.6
1619,Galletitas de Salvado,Bagley,32 ,139,4.6,23.0,3.5
1620,Jugo de Naranja,Citric,200ml ,82,0.0,19.0,1.3
1621,Jalea de Membrillo,Arcor,20 ,52,0.0,13.0,0.0
1622,Turrón de Maní,Nevares,25 ,97,2.2,18.0,1.9
1623,Galletas de Arroz,Arrocitas,26 ,99,0.9,23.7,2.5
1624,Turron de Mani,Misky,25 ,98,2.0,18.0,1.7
1625,Jugo de Manzana,Baggio,200ml ,84,0.0,20.0,0.6
1626,Mermelada de Frutilla ,La Campagnola,20 ,55,0.0,14.0,0.0
1627,Dulce de Leche,Milkaut,20 ,64,1.3,12.0,1.1
1628,Dulce de Leche,Tregar,20 ,62,1.3,11.0,1.2
1629,Aceite de Girasol,Cocinero,13ml ,108,12.0,0.0,0.0
1630,Barra de Cereal,Frutigran,23 ,100,3.0,17.0,1.3
1631,Barra de Cereal,Ser,23 ,65,1.4,14.0,1.1
1632,Mix de Cereales,Hogareñas,31 ,137,5.6,18.0,3.4
1633,Bastoncitos de Merluza,Granja del Sol,130 ,263,11.0,29.0,12.0
1634,Tostadas de Gluten,Riera,25 ,98,0.9,18.0,3.9
1635,Dulce de Leche,San Ignacio,20 ,64,1.3,12.0,1.0
1636,Medallones de Pollo,COTO,130 ,312,16.0,28.0,15.0
1637,Medallón de Pollo,Granja Tres Arroyos,75 ,177,10.0,14.0,7.5
1638,Jugo de Naranja,Cepita,200ml ,104,0.0,25.0,0.0
1639,Salvado de Avena,3 Arroyos,30 ,102,2.4,16.0,4.5
1640,Jugo de Naranja,McDonald's,300ml ,120,0.0,30.0,0.0
1641,Milanesa de Soja,Ciudad del Lago,75 ,147,2.2,24.5,7.6
1642,Cono de Vainilla,McDonald's,96 ,172,4.5,29.0,3.8
1643,Alfajor de Chocolate,Cachafaz,60 ,244,8.7,33.0,4.0
1644,Ravioles de Ricota,La Salteña,por 100 ,278,5.7,48.0,8.6
1645,Alfajor de Arroz,Cachafaz,25 ,97,4.8,12.0,0.9
1646,Galletitas de Coco,Par Nor,30 ,136,5.3,21.0,2.5
1647,Aceite de Maíz,Arcor,13ml ,108,12.0,0.0,0.0
1648,Mermelada de Frutilla,Alco,20 ,57,0.0,14.0,0.0
